apn_stripped,year,sold_date,certificate_number,tsi_tax_amount,tsi_tax_penalty,tsi_costs,tsi_fee,tsi_total_sold,extension_date,ssi_tax_amount,ssi_penalty,ssi_costs,ssi_back_tax_drainage,ssi_total,total_due,fips
0213300003,2022,10/31/2022,202200070,32.40,1.71,104.00,90.50,138.11,06/26/2025,34.48,1.29,30.00,0.00,65.77,327.13,11723
0223251001,2022,10/31/2022,202200079,861.34,45.22,104.00,90.50,1010.56,06/26/2025,884.60,33.17,30.00,0.00,947.77,2344.46,11723
0228379030,2021,11/1/2021,202100106,0.00,8.48,104.00,89.73,274.08,06/21/2024,0.00,12.12,50.00,0.00,385.32,1015.23,11723
0303179001,2022,10/31/2022,202200134,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179002,2022,10/31/2022,202200135,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179004,2022,10/31/2022,202200137,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179005,2022,10/31/2022,202200138,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179006,2022,10/31/2022,202200139,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179007,2022,10/31/2022,202200140,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179008,2022,10/31/2022,202200141,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179009,2022,10/31/2022,202200142,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179011,2022,10/31/2022,202200144,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179012,2022,10/31/2022,202200145,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179021,2022,10/31/2022,202200146,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179022,2022,10/31/2022,202200147,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179023,2022,10/31/2022,202200148,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179024,2022,10/31/2022,202200149,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0303179028,2022,10/31/2022,202200150,48.92,2.56,104.00,90.50,155.48,06/26/2025,50.24,1.89,30.00,0.00,82.13,365.96,11723
0303179035,2021,11/1/2021,202100147,48.00,2.52,104.00,89.73,154.52,06/21/2024,99.16,3.73,50.00,0.00,152.89,535.23,11723
0303180011,2022,10/31/2022,202200151,48.92,2.56,104.00,90.50,155.48,06/26/2025,0.00,0.00,0.00,0.00,0.00,273.97,11723
0308153001,2022,10/31/2022,202200165,123.24,6.47,104.00,90.50,233.71,06/26/2025,126.70,4.75,30.00,0.00,161.45,547.1,11723
0311303006,2021,11/1/2021,202100185,239.40,12.57,104.00,89.73,355.97,06/21/2024,244.06,9.15,20.00,0.00,273.21,1040.78,11723
0311304014,2021,11/1/2021,202100187,800.68,42.04,104.00,89.73,946.72,06/21/2024,1655.38,62.07,50.00,0.00,1767.45,3801.66,11723
0311351012,2022,10/31/2022,202200183,122.03,3.66,104.00,90.50,229.69,06/26/2025,250.84,9.41,30.00,0.00,290.25,686.61,11723
0311351014,2022,10/31/2022,202200184,122.03,3.66,104.00,90.50,229.69,06/26/2025,250.84,9.41,30.00,0.00,290.25,686.61,11723
0314129022,2021,11/1/2021,202100220,"2,559.48",134.37,104.00,89.73,2797.85,06/21/2024,5291.80,198.45,50.00,0.00,5540.25,11434.41,11723
0315101030,2022,10/31/2022,202200235,825.29,24.76,104.00,90.50,954.05,06/26/2025,840.19,12.60,30.00,0.00,882.79,2205.0,11723
0317200024,2021,11/1/2021,202100239,"7,466.14",391.97,104.00,89.73,7962.11,06/21/2024,15284.36,573.17,50.00,0.00,15907.53,32546.34,11723
0318254015,2022,10/31/2022,202200249,16.50,0.87,104.00,90.50,121.37,06/26/2025,16.82,0.63,30.00,0.00,47.45,286.86,11723
0322253003,2021,11/1/2021,202100253,"1,214.72",63.77,104.00,89.73,1382.49,06/21/2024,2486.76,93.26,50.00,0.00,2630.02,5569.05,11723
0322301008,2022,10/31/2022,202200263,275.51,8.27,104.00,90.50,387.78,06/26/2025,284.48,4.27,30.00,0.00,318.75,905.08,11723
0323177014,2022,10/31/2022,202200277,234.04,12.29,104.00,90.50,350.33,06/26/2025,242.68,9.10,30.00,0.00,281.78,819.48,11723
0323362001,2022,10/31/2022,202200287,"10,559.52",554.37,104.00,90.50,11217.89,06/26/2025,10948.70,410.58,30.00,0.00,11389.28,26083.6,11723
0326106001,2022,10/31/2022,202200304,890.78,46.76,104.00,90.50,1041.54,06/26/2025,923.60,34.64,30.00,0.00,988.24,2426.35,11723
0327201003,2022,10/31/2022,202200315,58.51,1.76,104.00,90.50,164.27,06/26/2025,120.88,4.54,30.00,0.00,155.42,458.41,11723
0333227009,2021,11/1/2021,202100298,83.38,4.38,104.00,89.73,191.76,06/21/2024,172.04,6.45,50.00,0.00,228.49,688.44,11723
0501330008,2022,10/31/2022,202200349,25.46,1.33,104.00,90.50,130.79,06/26/2025,25.28,0.95,30.00,0.00,56.23,307.81,11723
0501381001,2022,10/31/2022,202200352,12.73,0.38,104.00,90.50,117.11,06/26/2025,0.00,0.00,0.00,0.00,0.00,228.69,11723
0501381011,2021,11/1/2021,202100316,25.46,1.33,104.00,89.73,130.79,06/21/2024,12.64,0.19,30.00,0.00,42.83,362.66,11723
0512231011,2021,11/1/2021,202100334,12.73,0.38,104.00,89.73,117.11,06/21/2024,25.37,0.38,50.00,0.00,75.75,379.95,11723
0525174067,2021,11/1/2021,202100351,747.78,39.26,104.00,89.73,891.04,06/21/2024,1492.86,55.98,50.00,0.00,1598.84,3508.18,11723
0526100044,2022,10/31/2022,202200378,26.30,1.38,104.00,90.50,131.68,06/26/2025,26.16,0.98,30.00,0.00,57.14,309.88,11723
0526199001,2021,11/1/2021,202100355,26.28,1.38,104.00,89.73,131.66,06/21/2024,52.46,1.97,50.00,0.00,104.43,438.83,11723
0526200018,2022,10/31/2022,202200379,26.30,1.38,104.00,90.50,131.68,06/26/2025,26.16,0.98,30.00,0.00,57.14,309.88,11723
0526275002,2021,11/1/2021,202100356,26.28,1.38,104.00,89.73,131.66,06/21/2024,52.46,1.97,50.00,0.00,104.43,438.83,11723
0526403014,2021,11/1/2021,202100357,26.28,1.38,104.00,89.73,131.66,06/21/2024,52.46,1.97,50.00,0.00,104.43,438.83,11723
0526404001,2021,11/1/2021,202100358,26.28,1.38,104.00,89.73,131.66,06/21/2024,52.46,1.97,50.00,0.00,104.43,438.83,11723
0526404017,2021,11/1/2021,202100359,26.28,1.38,104.00,89.73,131.66,06/21/2024,52.46,1.97,50.00,0.00,104.43,438.83,11723
0536364001,2022,10/31/2022,202200392,659.92,34.65,104.00,90.50,798.57,06/26/2025,656.62,24.62,30.00,0.00,711.24,1829.4,11723
0536388001,2022,10/31/2022,202200395,290.08,15.23,104.00,90.50,409.31,06/26/2025,288.64,10.82,30.00,0.00,329.46,942.49,11723
0536388014,2022,10/31/2022,202200396,"4,271.14",224.24,104.00,90.50,4599.38,06/26/2025,4250.02,159.38,30.00,0.00,4439.40,10489.9,11723
0601478012,2021,11/1/2021,202100369,298.42,22.38,104.00,89.73,424.8,06/21/2024,635.78,23.84,30.00,0.00,689.62,1592.76,11723
0608327005,2021,11/1/2021,202100386,66.44,3.49,104.00,89.73,173.93,06/21/2024,140.02,5.26,50.00,0.00,195.28,618.53,11723
0611403016,2022,10/31/2022,202200455,785.02,41.22,104.00,90.50,930.24,06/26/2025,816.04,30.60,30.00,0.00,876.64,2170.02,11723
0613102017,2022,10/31/2022,202200493,742.46,38.98,104.00,90.50,885.44,06/26/2025,771.82,28.94,30.00,0.00,830.76,2065.77,11723
0614433242,2021,11/1/2021,202100551,175.84,9.23,104.00,89.73,289.07,06/21/2024,367.52,13.78,50.00,0.00,431.30,1094.83,11723
0615177044,2022,10/31/2022,202200564,14.02,0.74,104.00,90.50,118.76,06/26/2025,14.58,0.55,30.00,0.00,45.13,281.19,11723
0619326062,2022,10/31/2022,202200595,32.14,1.69,104.00,90.50,137.83,06/26/2025,33.06,1.24,30.00,0.00,64.30,325.16,11723
0624177024,2022,10/31/2022,202200633,45.60,2.39,104.00,90.50,151.99,06/26/2025,47.44,1.78,30.00,0.00,79.22,358.58,11723
0624429002,2022,10/31/2022,202200654,448.85,13.47,104.00,90.50,566.32,06/26/2025,933.20,35.00,30.00,0.00,998.20,1876.74,11723
0624453008,2022,10/31/2022,202200658,350.18,18.38,104.00,90.50,472.56,06/26/2025,364.02,13.65,30.00,0.00,407.67,1104.71,11723
0624478009,2021,11/1/2021,202100641,300.06,15.75,104.00,89.73,419.81,06/21/2024,0.00,0.00,0.00,0.00,0.00,811.8,11723
0627430015,2022,10/31/2022,202200675,"14,764.72",775.15,104.00,90.50,15643.87,06/26/2025,15348.76,575.58,30.00,0.00,15954.34,36419.13,11723
0629226018,2022,10/31/2022,202200682,30.42,1.60,104.00,90.50,136.02,06/26/2025,31.66,1.19,30.00,0.00,62.85,321.39,11723
0731181001,2021,11/1/2021,202100720,0.00,1.05,104.00,89.73,125.05,06/21/2024,0.00,1.50,50.00,0.00,91.50,412.19,11723
0734300019,2022,10/31/2022,202200733,183.14,5.79,104.00,90.50,302.93,06/26/2025,380.16,15.00,30.00,0.00,445.16,946.54,11723
0827452006,2021,11/1/2021,202100758,525.66,27.59,104.00,89.73,657.25,06/21/2024,1075.92,40.35,50.00,0.00,1166.27,2594.36,11723
0902453008,2021,11/1/2021,202100767,212.06,11.13,104.00,89.73,327.19,06/21/2024,439.04,16.46,50.00,0.00,505.50,1247.61,11723
0909126007,2022,10/31/2022,202200810,621.59,18.65,104.00,90.50,744.24,06/26/2025,1315.66,49.34,30.00,0.00,1395.00,2531.1,11723
0910155001,2022,10/31/2022,202200817,296.42,15.57,104.00,90.50,415.99,06/26/2025,0.00,0.00,0.00,0.00,0.00,581.37,11723
0910380005,2022,10/31/2022,202200822,"1,013.28",53.20,104.00,90.50,1170.48,06/26/2025,1072.34,40.21,30.00,0.00,1142.55,2751.33,11723
0911128010,2022,10/31/2022,202200826,493.94,25.93,104.00,90.50,623.87,06/26/2025,522.76,19.60,30.00,0.00,572.36,1467.71,11723
0911128017,2022,10/31/2022,202200827,149.30,7.84,104.00,90.50,261.14,06/26/2025,158.04,5.93,30.00,0.00,193.97,615.9,11723
0911129012,2022,10/31/2022,202200828,320.06,16.80,104.00,90.50,440.86,06/26/2025,338.72,12.70,30.00,0.00,381.42,1037.9,11723
0911180021,2022,10/31/2022,202200833,533.30,28.00,104.00,90.50,665.3,06/26/2025,564.36,21.16,30.00,0.00,615.52,1564.93,11723
0911201003,2021,11/1/2021,202100808,214.01,6.42,104.00,89.73,324.43,06/21/2024,886.36,33.24,50.00,0.00,969.60,1789.71,11723
0911209003,2021,11/1/2021,202100810,106.00,5.57,104.00,89.73,215.57,06/21/2024,219.46,8.24,50.00,0.00,277.70,787.21,11723
0916400049,2021,11/1/2021,202100822,260.86,13.69,104.00,89.73,378.55,06/21/2024,536.94,20.14,50.00,0.00,607.08,1455.97,11723
0921201042,2022,10/31/2022,202200866,844.04,44.31,104.00,90.50,992.35,06/26/2025,893.28,33.50,30.00,0.00,956.78,2333.06,11723
0927470010,2021,11/1/2021,202100840,"2,053.58",107.81,104.00,89.73,2265.39,06/21/2024,4227.38,158.52,50.00,0.00,4435.90,9214.99,11723
0929227072,2022,10/31/2022,202200895,94.86,4.98,104.00,90.50,203.84,06/26/2025,98.50,3.70,30.00,0.00,132.20,479.09,11723
0930253004,2022,10/31/2022,202200899,404.46,21.24,104.00,90.50,529.7,06/26/2025,428.06,16.05,30.00,0.00,474.11,1246.55,11723
0933152004,2022,10/31/2022,202200904,28.72,1.51,104.00,90.50,134.23,06/26/2025,29.80,1.11,30.00,0.00,60.91,317.11,11723
1102376026,2021,11/1/2021,202100880,13.20,0.70,104.00,89.73,117.9,06/21/2024,27.46,1.03,50.00,0.00,78.49,384.52,11723
1113429008,2021,11/1/2021,202100893,349.88,18.37,104.00,89.73,472.25,06/21/2024,733.72,27.51,50.00,0.00,811.23,1857.97,11723
1202302004,2022,10/31/2022,202200954,913.46,47.95,104.00,90.50,1065.41,06/26/2025,939.24,35.22,30.00,0.00,1004.46,2472.68,11723
1202302005,2022,10/31/2022,202200955,304.46,15.99,104.00,90.50,424.45,06/26/2025,313.02,11.74,30.00,0.00,354.76,988.68,11723
1215479006,2021,11/1/2021,202100963,599.77,17.99,104.00,89.73,721.76,06/21/2024,2504.36,93.91,50.00,0.00,2648.27,4452.56,11723
1220301002,2021,11/1/2021,202100968,13.42,0.70,104.00,89.73,118.12,06/21/2024,27.98,1.05,50.00,0.00,79.03,385.52,11723
1220380001,2021,11/1/2021,202100972,13.42,0.70,104.00,89.73,118.12,06/21/2024,27.98,1.05,50.00,0.00,79.03,385.52,11723
1412277002,2021,11/1/2021,202101042,14.38,0.76,104.00,89.73,119.14,06/21/2024,28.92,1.09,50.00,0.00,80.01,388.45,11723
1413229001,2021,11/1/2021,202101046,100.37,3.01,104.00,89.73,207.38,06/21/2024,404.84,15.17,50.00,0.00,470.01,1000.19,11723
1416276015,2022,10/31/2022,202201079,15.04,0.79,104.00,90.50,119.83,06/26/2025,15.56,0.59,30.00,0.00,46.15,283.59,11723
1420148001,2022,10/31/2022,202201082,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420149001,2022,10/31/2022,202201083,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420184001,2022,10/31/2022,202201084,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420186001,2022,10/31/2022,202201085,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420205001,2022,10/31/2022,202201086,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420205010,2022,10/31/2022,202201087,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420210008,2022,10/31/2022,202201088,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420235001,2022,10/31/2022,202201089,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420236001,2022,10/31/2022,202201090,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420250001,2022,10/31/2022,202201091,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420275001,2022,10/31/2022,202201092,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420275002,2022,10/31/2022,202201093,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420276004,2022,10/31/2022,202201094,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420277001,2022,10/31/2022,202201095,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420278001,2022,10/31/2022,202201096,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420279001,2022,10/31/2022,202201097,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1420280001,2022,10/31/2022,202201098,0.00,0.23,104.00,90.50,111.73,06/26/2025,0.00,0.56,30.00,0.00,45.56,273.37,11723
1421181016,2022,10/31/2022,202201100,919.66,48.28,104.00,90.50,1071.94,06/26/2025,951.52,35.69,30.00,0.00,1017.21,2494.67,11723
1424427055,2021,11/1/2021,202101061,97.50,5.12,104.00,89.73,206.62,06/21/2024,196.94,7.38,50.00,0.00,254.32,744.49,11723
1511252021,2022,10/31/2022,202201175,452.22,13.57,104.00,90.50,569.79,06/26/2025,0.00,0.00,0.00,0.00,0.00,762.85,11723
1511376007,2022,10/31/2022,202201183,"1,152.58",60.51,104.00,90.50,1317.09,06/26/2025,1165.12,43.69,30.00,0.00,1238.81,3032.14,11723
1514107024,2022,10/31/2022,202201211,17.12,0.90,104.00,90.50,122.02,06/26/2025,17.32,0.65,30.00,0.00,47.97,288.21,11723
1514228137,2022,10/31/2022,202201216,223.94,11.76,104.00,90.50,339.7,06/26/2025,226.42,8.49,30.00,0.00,264.91,788.05,11723
1514356014,2022,10/31/2022,202201231,469.94,24.67,104.00,90.50,598.61,06/26/2025,475.02,17.81,30.00,0.00,522.83,1382.43,11723
1514402022,2021,11/1/2021,202101177,570.60,29.96,104.00,89.73,704.56,06/21/2024,1199.18,44.96,50.00,0.00,1294.14,2827.65,11723
1515276016,2022,10/31/2022,202201247,897.08,47.10,104.00,90.50,1048.18,06/26/2025,906.80,34.00,30.00,0.00,970.80,2414.65,11723
1515453001,2022,10/31/2022,202201260,"13,753.76",722.08,104.00,90.50,14579.84,06/26/2025,13903.40,521.38,30.00,0.00,14454.78,33484.06,11723
1515453002,2022,10/31/2022,202201261,"2,832.90",148.72,104.00,90.50,3085.62,06/26/2025,2863.70,107.39,30.00,0.00,3001.09,7092.75,11723
1516379010,2022,10/31/2022,202201281,192.37,5.77,104.00,90.50,302.14,06/26/2025,400.38,15.01,30.00,0.00,445.39,945.87,11723
1516401008,2021,11/1/2021,202101225,365.94,19.21,104.00,89.73,489.15,06/21/2024,592.35,17.88,50.00,0.00,660.23,1696.34,11723
1516401009,2021,11/1/2021,202101226,365.94,19.21,104.00,89.73,489.15,06/21/2024,592.35,17.88,50.00,0.00,660.23,1696.34,11723
1516402007,2022,10/31/2022,202201282,180.22,5.41,104.00,90.50,289.63,06/26/2025,375.06,14.06,30.00,0.00,419.12,901.67,11723
1516406001,2021,11/1/2021,202101231,731.62,38.41,104.00,89.73,874.03,06/21/2024,1184.33,35.77,50.00,0.00,1270.10,3064.79,11723
1516407018,2021,11/1/2021,202101235,525.00,27.57,104.00,89.73,656.57,06/21/2024,1125.72,42.22,50.00,0.00,1217.94,2654.2,11723
1516452058,2021,11/1/2021,202101244,87.54,4.59,104.00,89.73,196.13,06/21/2024,187.78,7.04,50.00,0.00,244.82,715.12,11723
1521285010,2021,11/1/2021,202101323,37.74,1.99,104.00,89.73,143.73,06/21/2024,80.92,3.04,50.00,0.00,133.96,494.33,11723
1521426064,2022,10/31/2022,202201388,"3,791.70",199.07,104.00,90.50,4094.77,06/26/2025,4161.78,156.06,30.00,0.00,4347.84,9791.91,11723
1521429033,2021,11/1/2021,202101329,199.32,10.46,104.00,89.73,313.78,06/21/2024,427.36,16.02,50.00,0.00,493.38,1210.48,11723
1523105011,2022,10/31/2022,202201442,361.28,18.97,104.00,90.50,484.25,06/26/2025,0.00,0.00,0.00,0.00,0.00,661.92,11723
1523152017,2022,10/31/2022,202201444,366.60,19.25,104.00,90.50,489.85,06/26/2025,370.56,13.90,30.00,0.00,414.46,1132.72,11723
1523330023,2022,10/31/2022,202201484,422.38,22.18,104.00,90.50,548.56,06/26/2025,427.00,16.01,30.00,0.00,473.01,1267.57,11723
1524151014,2022,10/31/2022,202201513,135.54,7.11,104.00,90.50,246.65,06/26/2025,136.22,5.11,30.00,0.00,171.33,573.44,11723
1524152032,2022,10/31/2022,202201517,437.27,13.12,104.00,90.50,554.39,06/26/2025,884.08,33.15,30.00,0.00,947.23,1805.58,11723
1524354010,2022,10/31/2022,202201528,165.18,8.67,104.00,90.50,277.85,06/26/2025,167.00,6.26,30.00,0.00,203.26,646.01,11723
1524379002,2022,10/31/2022,202201533,592.48,31.11,104.00,90.50,727.59,06/26/2025,598.94,22.46,30.00,0.00,651.40,1678.63,11723
1524379003,2022,10/31/2022,202201534,555.58,29.16,104.00,90.50,688.74,06/26/2025,561.64,21.06,30.00,0.00,612.70,1589.43,11723
1524379004,2022,10/31/2022,202201535,592.48,31.11,104.00,90.50,727.59,06/26/2025,598.94,22.46,30.00,0.00,651.40,1678.63,11723
1524379016,2021,11/1/2021,202101449,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379017,2021,11/1/2021,202101450,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379018,2021,11/1/2021,202101451,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379019,2021,11/1/2021,202101452,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379020,2021,11/1/2021,202101453,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379021,2021,11/1/2021,202101454,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379022,2021,11/1/2021,202101455,257.98,13.54,104.00,89.73,375.52,06/21/2024,542.18,20.33,50.00,0.00,612.51,1457.6,11723
1524379038,2022,10/31/2022,202201537,296.20,15.55,104.00,90.50,415.75,06/26/2025,299.44,11.23,30.00,0.00,340.67,962.64,11723
1525405029,2022,10/31/2022,202201554,"1,318.32",69.21,104.00,90.50,1491.53,06/26/2025,1332.66,49.97,30.00,0.00,1412.63,3432.66,11723
1526277017,2022,10/31/2022,202201583,464.38,24.38,104.00,90.50,592.76,06/26/2025,466.78,17.50,30.00,0.00,514.28,1365.95,11723
1526402015,2022,10/31/2022,202201590,198.98,10.44,104.00,90.50,313.42,06/26/2025,200.00,7.50,30.00,0.00,237.50,726.34,11723
1526433004,2022,10/31/2022,202201597,119.46,3.58,104.00,90.50,227.04,06/26/2025,240.14,9.00,30.00,0.00,279.14,671.05,11723
1527134055,2022,10/31/2022,202201617,13.00,0.69,104.00,90.50,117.69,06/26/2025,13.14,0.49,30.00,0.00,43.63,278.24,11723
1527232007,2022,10/31/2022,202201630,99.95,3.00,104.00,90.50,206.95,06/26/2025,0.00,0.00,0.00,0.00,0.00,334.7,11723
1527451030,2022,10/31/2022,202201664,77.34,2.32,104.00,90.50,183.66,06/26/2025,78.18,1.17,30.00,0.00,109.35,429.69,11723
1528328029,2021,11/1/2021,202101562,418.94,21.99,104.00,89.73,544.93,06/21/2024,898.30,33.69,50.00,0.00,981.99,2184.04,11723
1528329005,2022,10/31/2022,202201686,440.20,23.11,104.00,90.50,567.31,06/26/2025,0.00,0.00,0.00,0.00,0.00,759.93,11723
1528379005,2021,11/1/2021,202101572,629.02,33.03,104.00,89.73,766.05,06/21/2024,1348.72,50.58,50.00,0.00,1449.30,3115.24,11723
